user_id,date,distance_km,duration_sec,avg_hr
3060590,2015-12-08,17.56,5445,144.878
3060590,2015-12-06,25.89,7420,152.4
3060590,2015-12-06,18.06,5412,142.332
3060590,2015-11-29,7.95,2392,153.672
3060590,2015-11-29,1.98,632,155.598
3060590,2015-11-29,20.96,5502,164.634
3060590,2015-11-22,2.99,968,149.556
3060590,2015-11-22,20.82,5547,160.124
3060590,2015-11-20,15.88,4613,152.11
3060590,2015-11-18,15.93,4977,155.312
3060590,2015-11-17,15.91,4714,147.604
3060590,2015-11-15,20.99,5711,160.412
3060590,2015-11-11,15.93,4787,153.534
3060590,2015-11-07,11.95,3682,140.056
3060590,2015-11-04,15.85,4681,148.786
3060590,2015-10-30,15.91,4578,154.126
3060590,2015-10-29,17.16,5271,150.648
3060590,2015-10-28,16.48,4993,148.352
3060590,2015-10-27,12.3,3949,143.04
3060590,2015-10-25,21.04,5506,169.676
3060590,2015-10-23,15.86,4729,154.324
3060590,2015-10-22,15.93,4582,155.802
3060590,2015-10-21,15.94,4743,152.75
3060590,2015-10-18,20.96,5629,163.632
3060590,2015-10-17,12.13,3869,147.246
3060590,2015-10-16,15.94,4803,156.372
3060590,2015-10-12,5.94,1923,140.042
3060590,2015-10-10,15.88,4572,157.596
3060590,2015-10-08,15.93,4661,151.392
3060590,2015-10-07,16.03,4600,155.424
3060590,2015-09-26,16.03,4660,159.568
3060590,2015-09-23,15.9,4803,151.408
3060590,2015-09-19,15.95,4485,161.002
3060590,2015-09-18,11.92,3570,151.53
3060590,2015-09-16,15.82,4585,156.93
3060590,2015-09-13,21.08,6030,158.898
3060590,2015-04-12,9.69,2472,160.544
3060590,2015-04-09,12.0,3539,144.584
3060590,2015-03-21,16.06,4683,154.506
14066832,2015-04-15,5.21,3615,95.362
6539051,2015-05-28,10.29,4219,140.984
6539051,2015-05-25,8.97,3849,140.912
2104631,2015-12-31,7.91,2873,140.468
2104631,2015-12-30,12.62,4516,147.098
2104631,2015-12-28,12.6,4664,144.78
2104631,2015-12-27,10.24,3597,144.896
2104631,2015-12-26,5.63,2102,141.824
2104631,2015-12-25,10.41,3450,153.23
2104631,2015-12-21,5.61,2093,135.876
2104631,2015-12-18,10.43,3610,146.952
2104631,2015-12-16,10.25,3600,146.38
2104631,2015-12-15,5.55,2079,149.004
2104631,2015-12-14,10.3,3716,145.768
2104631,2015-12-13,10.3,3640,147.826
2104631,2015-12-09,10.21,3509,147.89
2104631,2015-12-06,10.46,3607,150.498
2104631,2015-12-02,10.34,3531,153.178
2104631,2015-11-28,10.36,3535,152.316
2104631,2015-11-24,10.24,3619,148.62
2104631,2015-11-22,10.04,3574,147.794
2104631,2015-11-20,10.24,3688,150.336
2104631,2015-11-19,8.01,2735,155.632
2104631,2015-11-17,7.99,2894,148.982
2104631,2015-10-29,7.99,3106,145.962
2104631,2015-09-10,12.35,4834,143.552
2104631,2015-09-06,21.14,7800,147.36
2104631,2015-08-12,10.39,4177,141.29
2104631,2015-08-10,15.28,6095,142.024
2104631,2015-08-08,7.82,3129,136.358
2104631,2015-08-06,12.32,4955,146.734
2104631,2015-07-22,7.31,2789,147.614
2104631,2015-06-09,10.34,3874,138.954
2104631,2015-06-04,11.27,4149,150.482
2104631,2015-05-24,16.01,5968,145.494
2104631,2015-05-22,11.29,4244,142.062
2104631,2015-05-11,15.21,5822,140.63
2104631,2015-05-03,15.29,5828,141.868
2104631,2015-04-29,12.42,4781,143.44
2104631,2015-04-22,11.35,4372,141.914
2104631,2015-04-20,8.9,3257,145.462
2104631,2015-04-07,8.88,3362,141.286
2104631,2015-03-31,10.24,3837,140.704
2104631,2015-03-25,10.0,3624,148.896
2104631,2015-03-15,10.32,3478,149.474
2104631,2015-03-14,10.85,3972,144.044
2104631,2015-03-12,10.4,3911,145.274
2104631,2015-03-08,15.15,5323,150.95
2104631,2015-03-04,9.87,3862,142.152
2104631,2015-03-01,15.09,5397,149.412
2104631,2015-02-22,16.01,5689,147.76
2104631,2015-02-20,9.08,3263,146.504
2104631,2015-02-16,10.89,4040,141.374
2104631,2015-02-15,15.56,5645,152.418
2104631,2015-02-12,10.87,4097,155.708
2104631,2015-02-11,12.05,4504,143.154
2104631,2015-02-08,10.88,4107,145.278
2104631,2015-02-05,12.29,4289,149.03
2104631,2015-01-12,8.73,3506,131.842
2104631,2015-01-11,10.55,4059,142.324
2104631,2014-11-29,13.34,5149,141.746
2104631,2014-10-29,8.98,3448,133.752
2104631,2014-10-24,7.71,3047,140.804
2104631,2014-09-30,6.21,2611,142.16
2104631,2014-08-29,8.62,3445,148.116
2104631,2014-08-15,10.0,3969,138.276
2104631,2014-07-08,7.74,3160,138.896
2104631,2014-07-04,11.68,4267,152.388
2104631,2014-07-02,8.84,3396,151.97
2104631,2014-06-29,11.0,4420,138.87
2104631,2014-06-27,10.03,3996,147.69
2104631,2014-06-21,10.98,4513,141.572
2104631,2014-05-19,9.98,4183,139.876
2104631,2014-05-16,10.0,4256,137.07
2104631,2014-04-26,10.01,4205,142.602
2104631,2014-04-23,10.01,4234,143.74
2104631,2014-04-07,10.11,4292,139.276
2104631,2014-03-31,9.99,4296,139.282
2104631,2014-03-20,10.08,4318,144.284
2104631,2013-12-06,9.9,4622,134.206
2104631,2013-12-03,15.34,7123,139.046
2104631,2013-11-23,9.72,4515,135.156
982359,2015-10-20,11.53,4455,149.068
982359,2015-08-13,10.44,3859,149.114
982359,2015-03-01,7.66,2666,156.332
982359,2014-07-03,2.92,988,157.904
982359,2014-06-17,4.72,1615,147.982
982359,2014-04-23,5.25,1832,152.632
982359,2013-08-09,3.14,1157,157.448
982359,2013-08-04,6.17,2117,164.554
982359,2013-07-31,5.83,1936,163.788
1543833,2015-09-24,12.66,4941,162.316
1543833,2015-09-20,11.83,4672,157.35
1543833,2015-09-06,18.89,7702,154.664
1543833,2015-08-30,14.39,5676,162.85
1543833,2015-08-23,12.59,5080,158.992
1543833,2015-08-16,11.34,4499,155.146
1543833,2015-01-02,10.67,4203,160.824
1543833,2014-12-02,12.07,4613,154.426
1543833,2014-11-20,10.44,4113,155.334
1543833,2014-08-28,11.0,4362,152.982
1543833,2014-08-24,10.01,3851,156.518
1543833,2014-05-20,15.66,5988,147.65
1543833,2014-05-06,15.22,5829,147.276
1543833,2014-05-02,13.02,5272,157.934
1543833,2014-04-23,15.98,5908,157.26
1543833,2014-04-16,10.19,3735,158.444
1543833,2014-04-15,10.12,3762,162.876
1543833,2014-03-27,10.55,3878,156.216
1543833,2014-03-24,16.07,6085,162.116
1543833,2014-03-18,12.54,4676,153.802
1543833,2014-03-07,10.54,3930,158.834
1543833,2014-02-28,10.53,3786,158.85
1543833,2014-02-13,12.51,4577,156.63
1543833,2014-02-11,10.57,3713,156.802
1543833,2014-02-07,10.46,3812,159.77
1543833,2014-02-04,12.7,4651,161.14
1543833,2014-01-26,20.77,7490,161.168
1543833,2014-01-20,10.5,4001,155.77
1543833,2014-01-14,10.47,3929,157.468
1543833,2011-12-07,8.26,2857,162.75
1543833,2011-12-06,8.53,2856,164.154
1543833,2011-12-02,10.15,3453,158.898
1543833,2011-11-30,8.54,2847,168.886
1543833,2011-11-18,8.52,2862,167.36
1543833,2011-11-14,8.55,2890,162.518
1543833,2011-11-09,8.55,2967,165.096
1543833,2011-10-19,8.51,2831,160.768
1543833,2011-10-13,10.13,3596,162.056
1543833,2011-10-09,8.51,2843,159.974
1543833,2011-10-07,10.1,3524,157.946
1543833,2011-10-05,10.5,3596,155.802
1543833,2011-10-03,8.53,2981,155.822
1543833,2011-10-02,13.1,4720,154.376
1543833,2011-09-23,10.65,3591,163.408
1543833,2011-09-14,8.5,2968,168.76
1655221,2015-12-13,9.88,2764,184.356
1655221,2015-12-10,11.12,3960,144.346
1655221,2015-11-10,8.96,3018,142.02
1655221,2015-10-30,8.11,2982,139.872
1655221,2015-10-28,8.01,2920,141.586
1655221,2015-10-22,6.04,2093,139.86
1655221,2015-10-16,6.01,2137,138.928
1655221,2015-10-08,9.85,3526,139.302
1655221,2015-10-05,14.78,5243,139.756
1655221,2015-10-01,12.01,4400,136.274
1655221,2015-09-28,13.56,4847,136.654
1655221,2015-09-24,9.64,3630,140.774
1655221,2015-09-09,6.03,2382,132.002
1655221,2015-08-07,6.2,2215,135.734
1655221,2015-08-03,4.0,1128,172.65
1655221,2015-08-01,12.18,4351,139.054
1655221,2015-07-30,7.14,2708,133.182
1655221,2015-07-18,23.43,8780,130.94
1655221,2015-07-18,3.88,1425,143.456
1655221,2015-07-16,5.98,2189,142.974
1655221,2015-07-15,10.18,3416,144.42
1655221,2015-07-09,8.22,2922,135.896
1655221,2015-07-07,8.98,3825,127.322
1655221,2015-06-25,9.6,3601,132.418
1655221,2015-06-17,15.33,5494,135.224
1655221,2015-06-15,13.0,4863,137.974
1655221,2015-06-09,5.85,2137,136.844
1655221,2015-06-03,7.99,2921,134.866
1655221,2015-05-31,5.51,1550,177.942
1655221,2015-05-11,18.03,6973,133.646
1655221,2015-05-07,8.08,2861,136.332
1655221,2015-05-04,5.03,1453,164.376
1655221,2015-05-03,14.58,4894,142.258
1655221,2015-04-30,8.31,3182,137.078
1655221,2015-04-25,13.84,4831,144.558
1655221,2015-04-19,42.33,14106,160.606
1655221,2015-04-15,14.08,5263,133.148
1655221,2015-04-13,5.02,1526,164.516
1655221,2015-04-11,35.31,13647,134.356
1655221,2015-04-08,12.07,4147,139.22
1655221,2015-04-03,8.06,2876,139.124
1655221,2015-03-30,25.02,9449,132.582
1655221,2015-03-30,7.34,3030,119.968
1655221,2015-03-29,8.73,3168,134.844
1655221,2015-03-27,12.09,4044,140.232
1655221,2015-03-25,9.25,3337,138.182
1655221,2015-03-24,6.02,2212,135.704
1655221,2015-03-22,21.07,5998,182.25
1655221,2015-03-20,8.14,2874,137.776
1655221,2015-03-19,6.05,2239,147.598
1655221,2015-03-06,6.06,2228,139.916
1655221,2015-03-03,8.03,3108,136.292
1655221,2014-11-26,5.29,1944,139.684
1655221,2014-11-23,14.24,5357,129.586
1655221,2014-11-21,6.2,2430,127.046
1655221,2014-10-31,5.23,1850,137.27
1655221,2014-10-29,11.32,4004,139.168
1655221,2014-10-24,10.36,3757,135.458
1655221,2014-10-12,15.94,6239,129.68
196571,2015-12-28,9.22,2951,162.784
196571,2015-12-22,10.32,4001,149.132
196571,2015-12-20,8.22,3063,149.196
196571,2015-11-01,11.82,4450,142.496
196571,2015-10-27,8.56,2715,152.586
196571,2015-07-22,6.87,2515,138.39
196571,2015-07-15,8.5,3010,136.578
196571,2015-05-31,10.45,4149,141.05
196571,2015-05-15,9.45,3393,137.452
196571,2015-05-10,10.43,3575,144.468
196571,2015-03-18,10.31,3569,144.178
196571,2015-02-08,11.64,4271,138.326
196571,2015-02-02,10.33,3894,137.282
196571,2015-01-13,8.52,2954,147.166
196571,2014-12-28,9.24,2862,160.23
196571,2014-12-06,9.46,3651,149.064
196571,2014-11-29,10.28,3862,142.264
196571,2014-10-26,8.69,3312,147.772
196571,2014-09-08,9.63,3607,134.55
196571,2014-08-17,8.44,3251,139.452
196571,2014-08-17,8.49,3116,136.204
196571,2014-08-12,8.07,2871,159.944
196571,2014-07-22,10.74,3885,146.378
196571,2014-06-16,10.41,3997,137.222
196571,2014-05-11,9.12,3426,142.738
196571,2014-04-23,8.44,3122,142.584
6194859,2015-12-06,10.41,3252,126.364
6194859,2015-02-12,19.06,5761,122.488
4752000,2015-12-06,15.12,5723,138.086
4752000,2015-12-03,9.88,3501,149.754
4752000,2015-11-25,9.91,3603,146.88
4752000,2015-11-24,9.9,3631,149.988
4752000,2015-10-31,21.31,8430,160.124
4752000,2015-10-09,9.97,3581,149.28
4752000,2015-10-07,10.01,3732,140.102
4752000,2015-10-04,21.2,7873,142.274
4752000,2015-09-20,43.3,15753,151.506
4752000,2015-09-12,21.17,7501,153.096
4752000,2015-09-10,9.86,3578,150.834
4752000,2015-09-02,13.74,5412,129.35
4752000,2015-08-29,10.09,3405,151.042
4752000,2015-08-25,9.86,3480,154.23
4752000,2015-08-22,21.32,7513,156.288
12726303,2015-11-14,22.59,6607,158.318
12726303,2015-11-08,9.92,2497,180.758
12726303,2015-08-30,9.95,2609,174.27
12726303,2015-08-13,14.94,4054,156.418
12726303,2015-08-11,23.24,6555,164.134
12726303,2015-08-06,15.18,4312,167.884
12726303,2015-08-03,21.16,6103,153.642
12726303,2015-07-23,17.96,5046,159.922
12726303,2015-07-18,13.98,4086,149.552
12726303,2015-07-16,9.99,2725,167.232
12726303,2015-06-02,14.98,4175,158.96
12726303,2015-05-21,13.05,3549,151.846
12726303,2015-05-19,26.23,7248,151.898
12726303,2015-04-28,18.05,4894,162.136
12726303,2015-04-26,10.01,2944,156.606
12726303,2015-04-16,10.09,2916,160.132
12726303,2015-04-02,10.01,2846,153.782
12726303,2015-03-19,9.98,2867,158.354
12726303,2015-03-17,17.01,4832,162.988
12726303,2015-03-10,15.25,4244,160.298
12726303,2015-03-06,9.97,2930,156.86
12726303,2015-03-04,14.98,4103,169.58
12726303,2015-02-21,9.97,2845,160.546
12726303,2015-02-12,17.05,5089,153.286
12726303,2015-02-10,10.01,3081,149.934
12726303,2015-02-01,9.98,2864,156.512
12726303,2015-01-21,10.65,3188,154.77
7470676,2015-12-19,9.99,3567,129.026
7470676,2015-12-07,22.13,7815,137.244
7470676,2015-11-16,22.33,7982,141.116
7470676,2015-11-09,17.04,6195,132.424
7470676,2015-11-04,9.01,3296,138.602
7470676,2015-10-12,10.14,3361,135.81
7470676,2015-10-11,16.3,5674,129.586
7470676,2015-10-04,30.34,10672,127.004
7470676,2015-09-26,26.05,8756,140.634
7470676,2015-09-25,22.3,7866,130.252
7470676,2015-09-17,28.07,9221,137.004
7470676,2015-09-15,19.06,6255,136.272
7470676,2015-09-07,15.05,5177,127.676
7470676,2015-09-04,10.09,3234,141.866
56291,2015-12-06,10.11,2963,158.784
56291,2015-11-20,11.45,3703,142.638
56291,2015-11-18,2.74,936,135.362
56291,2015-11-18,6.3,1922,144.986
56291,2015-11-11,2.71,932,144.884
56291,2015-11-11,3.04,1009,125.89
56291,2015-11-04,3.02,981,135.344
56291,2015-10-11,21.35,5742,157.59
56291,2015-10-07,3.01,992,135.984
56291,2015-10-04,13.27,3565,161.534
56291,2015-09-19,10.13,2677,156.848
56291,2015-09-13,21.51,6069,154.844
56291,2015-09-09,2.16,763,131.042
56291,2015-09-06,10.53,3752,132.716
56291,2015-08-28,5.2,1435,158.428
56291,2015-08-28,5.19,1680,132.432
56291,2015-08-26,2.33,758,139.672
56291,2015-08-12,2.06,741,139.546
56291,2015-08-11,2.01,607,145.48
56291,2015-08-06,2.02,632,153.886
56291,2015-08-04,1.64,512,134.318
56291,2015-07-24,4.04,1320,147.194
56291,2015-03-27,5.64,1801,136.658
56291,2015-03-22,1.51,522,138.798
56291,2015-03-04,3.02,998,139.426
56291,2015-03-04,4.43,1446,145.184
56291,2015-02-28,2.56,902,136.092
56291,2015-02-28,2.15,601,156.488
56291,2015-02-27,3.04,1039,135.18
56291,2015-02-27,3.08,1120,127.86
56291,2015-02-25,3.08,1111,132.646
56291,2015-02-19,5.36,1733,145.278
56291,2015-01-28,4.66,1467,146.08
56291,2015-01-28,3.22,1159,132.25
56291,2015-01-21,3.06,1016,147.672
56291,2015-01-14,3.01,898,152.24
56291,2015-01-14,3.05,1074,123.618
56291,2015-01-11,1.36,511,138.768
56291,2014-12-14,1.58,595,115.34
56291,2014-12-07,15.1,4334,162.814
56291,2014-11-08,2.27,772,131.512
56291,2014-11-08,2.4,865,151.812
56291,2014-11-01,2.0,728,132.564
56291,2014-10-15,10.86,3384,146.092
56291,2014-10-10,10.7,3372,136.228
407769,2015-07-23,6.96,2646,159.0
407769,2015-07-13,6.99,2561,152.904
407769,2015-06-03,7.48,2950,165.958
3559941,2015-12-09,11.41,3768,137.558
3559941,2015-11-15,4.93,1384,155.124
3559941,2015-11-02,21.21,5947,160.276
3559941,2015-11-02,1.78,556,149.096
3559941,2015-10-31,4.95,1330,153.138
3559941,2015-10-27,16.63,5155,148.138
3559941,2015-10-20,16.21,5161,144.702
3559941,2015-10-09,5.13,1701,155.536
3559941,2015-10-07,13.95,4684,139.16
3559941,2015-09-22,11.23,3531,142.298
3559941,2015-09-15,12.24,4103,137.164
3559941,2015-09-08,4.99,1261,157.478
3559941,2015-09-04,4.99,1299,155.604
3559941,2015-09-01,11.38,3535,142.684
3559941,2015-08-30,5.14,1530,150.022
3559941,2015-08-27,5.04,1302,169.39
3559941,2015-07-28,17.49,5797,132.292
3559941,2015-07-22,17.3,5547,136.972
3559941,2015-07-15,7.22,2397,132.784
3559941,2015-07-01,14.23,4185,141.352
3559941,2015-06-05,5.01,1473,145.91
3559941,2015-06-04,4.01,978,164.508
3559941,2015-05-31,10.0,3085,137.89
3559941,2015-05-26,22.6,7596,137.626
3559941,2015-05-18,11.13,3848,128.468
3559941,2015-05-16,21.62,6653,141.498
3559941,2015-05-11,2.61,869,132.066
3559941,2015-05-10,9.98,2807,158.76
3559941,2015-05-09,4.95,1344,150.864
3559941,2015-05-03,14.99,4836,142.188
3559941,2015-04-26,18.96,6275,135.81
3559941,2015-04-19,29.94,9396,144.41
3559941,2015-04-17,4.99,1451,139.638
3559941,2015-04-14,9.91,2561,157.83
3559941,2015-04-13,11.76,3857,137.368
3559941,2015-04-10,10.16,2744,151.866
3559941,2015-04-03,16.28,5138,142.926
3559941,2015-03-29,21.28,6690,135.218
3559941,2015-03-25,11.48,3874,130.098
3559941,2015-03-23,21.22,5795,156.544
3559941,2015-03-22,2.8,816,141.428
3559941,2015-03-11,5.92,1606,155.818
3559941,2015-03-06,16.22,5391,141.602
3559941,2015-03-04,18.84,6607,134.966
3559941,2015-02-21,5.01,1269,158.78
3559941,2015-02-19,5.08,1333,153.088
3559941,2015-02-11,20.16,6348,136.166
3559941,2015-02-10,8.81,2751,143.17
3559941,2015-01-30,11.7,4173,129.08
3559941,2015-01-28,21.36,6956,142.066
3559941,2015-01-23,10.98,3509,140.914
3559941,2014-12-21,10.0,3198,145.24
3559941,2014-12-14,8.62,2900,141.96
3559941,2014-12-07,11.3,3305,153.92
3559941,2014-11-24,10.17,3148,161.916
3559941,2014-10-05,1.79,552,135.682
11258873,2014-02-20,20.52,6261,145.776
11258873,2014-02-16,21.02,6483,145.336
11258873,2014-02-14,15.81,5034,139.68
11258873,2014-02-11,20.84,6350,146.824
11258873,2014-02-10,23.41,7007,147.38
11258873,2014-02-08,14.4,4197,150.698
11258873,2014-02-06,16.54,5728,133.512
11258873,2014-02-05,15.22,4583,145.0
11258873,2014-02-04,15.52,4904,145.166
11258873,2014-02-02,10.21,2470,171.2
